Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,totalsc,gender,age,source,country
4,3,3,3,3,2,3,2,2,3,28,2,15,1,US
4,4,4,3,4,4,3,4,2,3,35,1,18,1,US
4,4,4,4,1,4,4,4,1,4,34,2,29,3,BG
3,4,3,3,2,3,2,1,3,4,28,2,19,1,GB
3,3,3,3,3,2,3,3,1,2,26,2,41,1,GG
3,4,3,3,3,3,2,1,1,2,25,2,24,1,AU
1,2,1,2,1,1,2,3,1,1,15,1,31,1,US
4,4,3,3,4,3,3,3,2,2,31,1,28,1,US
1,2,1,1,1,1,1,2,1,1,12,1,48,1,GB
3,3,3,3,3,3,3,3,3,2,29,2,31,3,GB
4,4,4,2,4,4,4,3,3,3,35,2,26,1,FI
3,3,3,3,2,3,3,2,2,2,26,2,17,1,BG
4,4,3,4,2,2,2,2,2,3,28,2,60,1,US
3,2,2,2,2,3,2,2,3,1,22,2,15,1,PT
4,4,4,4,4,4,4,1,4,4,37,1,30,1,KE
3,3,3,4,2,3,4,4,3,3,32,2,34,1,US
2,3,2,3,2,2,1,2,2,1,20,1,39,1,GB
2,3,2,2,2,2,1,2,2,2,20,2,46,1,GB
4,4,4,3,4,4,3,2,4,4,36,1,35,1,CA
3,3,3,3,3,3,2,3,2,2,27,2,30,1,US
3,3,2,3,2,1,1,2,2,2,21,2,53,1,US
3,2,2,1,2,2,3,3,1,2,21,2,30,2,GB
2,3,2,2,2,2,2,2,2,2,21,1,15,1,US
3,2,2,2,2,2,1,2,2,1,19,2,44,1,US
4,3,1,3,3,3,2,3,4,4,30,2,30,1,US
3,4,4,4,4,2,2,2,4,4,33,2,14,1,VE
3,2,2,3,2,2,1,2,1,1,19,1,31,1,US
3,3,3,3,3,2,2,3,3,2,27,2,43,1,CA
3,4,4,3,4,4,4,1,4,4,35,1,60,1,ZA
4,4,3,3,3,3,3,2,2,2,29,2,41,1,US
3,3,2,3,1,2,1,3,1,1,20,1,19,1,US
3,3,3,4,3,3,3,1,1,2,26,2,24,1,IN
4,4,4,3,4,3,3,3,4,4,36,1,53,3,US
4,4,4,4,4,4,4,4,4,4,40,2,50,1,US
1,2,2,3,2,2,2,1,2,1,18,2,13,2,GB
3,3,3,3,3,2,2,2,2,3,26,2,38,1,DE
4,4,3,3,4,4,3,3,3,3,34,2,28,1,US
4,4,3,3,4,3,3,1,3,4,32,1,26,3,US
3,3,2,3,2,3,3,2,2,2,25,1,23,1,NO
4,4,4,4,4,4,3,3,3,4,37,2,16,3,GB
4,4,3,3,3,2,2,2,3,2,28,1,44,1,US
3,4,3,3,3,2,3,2,2,3,28,1,16,1,US
3,3,2,2,2,2,1,2,2,2,21,2,24,1,GB
3,2,2,2,2,2,2,1,2,1,19,2,18,1,GB
3,4,2,3,3,3,3,3,4,4,32,2,33,1,GB
4,4,4,4,2,3,3,3,2,4,33,1,27,1,GB
3,3,4,4,3,3,4,3,3,3,33,1,31,1,GB
3,3,2,3,1,2,2,1,1,1,19,1,48,1,US
4,4,4,3,3,3,3,2,4,4,34,2,53,1,US
4,4,4,4,3,3,3,3,3,4,35,1,25,1,US
3,4,3,3,3,3,3,2,3,4,31,2,25,1,US
2,3,3,2,3,2,2,2,2,2,23,1,22,1,GB
3,3,3,3,3,3,3,3,3,3,30,1,42,1,AU
3,3,2,3,3,3,3,2,2,3,27,2,20,1,AU
3,3,3,3,2,2,2,1,3,3,25,1,50,1,US
4,3,3,4,3,3,3,4,2,4,33,2,17,1,US
4,4,3,4,3,4,4,3,3,3,35,1,29,1,US
2,2,3,3,2,2,2,2,1,3,22,1,13,1,US
4,4,4,3,3,3,3,3,4,3,34,2,50,1,US
4,3,4,3,3,3,3,1,1,2,27,1,20,1,BR
3,4,4,3,4,3,3,4,3,4,35,2,65,3,HK
3,2,2,3,2,2,2,1,1,2,20,1,19,1,AU
3,2,3,1,2,2,2,2,1,1,19,1,17,1,US
3,3,1,3,2,1,1,2,1,1,18,2,15,1,US
3,2,3,3,1,1,2,1,1,1,18,1,21,1,BR
3,3,2,3,2,3,2,3,3,2,26,2,36,1,CA
4,4,4,4,4,3,3,4,4,4,38,1,39,1,GB
3,3,1,3,1,1,1,2,1,1,17,1,36,1,US
4,3,4,4,3,4,4,1,4,4,35,2,36,1,IN
2,3,2,2,2,2,2,1,1,1,18,1,16,1,US
2,3,2,3,2,2,2,2,2,2,22,1,21,1,US
4,4,4,4,4,3,3,2,3,3,34,1,22,1,BR
3,3,4,3,3,2,2,3,4,4,31,1,13,1,US
1,1,1,2,1,3,1,2,1,1,14,1,24,2,CA
3,3,2,4,2,2,2,2,2,2,24,1,19,1,US
3,4,1,4,2,1,1,1,1,1,19,2,21,1,HU
3,4,3,4,3,3,2,2,2,2,28,2,36,1,US
3,3,3,3,3,1,1,3,2,3,25,2,42,1,CA
4,3,2,2,2,3,2,3,2,2,25,1,15,1,SE
3,3,2,3,2,2,2,2,2,3,24,1,32,1,US
2,3,2,2,2,1,2,2,1,1,18,2,18,1,US
4,4,4,4,4,4,4,4,3,4,39,1,15,1,US
4,4,3,4,3,3,3,2,3,3,32,1,19,1,US
4,4,3,3,4,3,3,3,1,2,30,2,20,1,US
1,3,1,4,1,1,2,2,1,4,20,1,26,1,CA
4,4,1,4,1,2,1,1,1,1,20,1,20,1,US
4,4,4,4,4,4,4,4,4,4,40,1,17,1,US
4,4,4,4,3,3,3,2,2,3,32,1,21,1,US
4,4,3,2,4,3,3,2,3,3,31,1,38,1,IN
3,3,3,3,3,2,3,3,2,2,27,1,17,1,CA
2,4,3,2,3,3,3,1,2,1,24,2,46,2,GB
4,4,3,3,3,4,2,2,2,3,30,2,19,1,AU
2,4,2,3,2,2,2,3,2,2,24,1,23,1,US
3,3,2,4,3,2,2,2,3,2,26,1,20,1,NL
4,4,4,4,4,4,3,3,4,3,37,1,18,3,GB
2,2,2,3,2,3,2,2,2,3,23,1,17,1,US
4,4,2,3,2,3,2,1,1,1,23,2,23,1,PH
4,3,2,4,2,2,2,2,4,3,28,1,30,1,US
4,4,2,3,1,2,1,2,3,2,24,1,30,3,NL
3,3,2,3,3,2,2,2,3,2,25,1,20,1,MT
1,3,2,3,2,1,1,1,1,1,16,2,21,1,GB
2,3,2,2,2,2,2,1,2,2,20,2,45,1,AU
4,4,3,4,3,3,3,2,2,2,30,2,22,1,US
3,2,2,1,1,3,2,2,1,1,18,2,35,1,US
1,2,2,1,1,2,1,3,1,1,15,2,14,1,GB
4,4,3,4,3,3,4,4,3,2,34,1,28,3,GB
3,4,2,3,2,2,2,2,2,3,25,2,19,1,IN
4,4,4,4,4,3,3,4,4,4,38,1,55,1,CA
4,4,2,3,2,3,2,2,3,2,27,1,30,1,IN
2,3,3,3,1,2,2,2,2,3,23,1,19,1,PH
3,3,2,2,2,2,1,1,1,2,19,1,18,1,PH
3,3,2,2,1,1,1,1,2,2,18,2,25,1,US
1,3,4,1,4,1,1,1,1,1,18,1,25,1,ID
4,4,2,4,2,2,1,1,1,2,23,2,17,1,IN
3,3,3,2,3,3,3,1,2,3,26,2,26,3,CA
4,4,3,3,4,3,4,2,3,3,33,1,30,3,US
3,4,3,4,4,3,4,3,4,3,35,1,30,3,US
3,3,4,4,4,3,3,2,2,2,30,2,27,1,US
4,4,3,3,3,3,2,2,2,3,29,2,31,1,HU
3,3,3,3,2,2,2,2,3,3,26,2,28,1,GB
4,4,4,4,4,4,4,3,4,4,39,1,19,1,US
1,3,3,4,2,1,1,1,1,1,18,1,19,3,DE
2,3,3,3,2,2,1,2,1,1,20,1,14,1,GB
3,4,4,4,4,3,3,1,3,4,33,1,14,1,US
4,4,3,4,3,3,3,3,3,3,33,1,30,1,US
3,3,3,2,2,2,3,2,3,3,26,1,16,1,US
4,4,3,3,4,4,3,4,3,2,34,2,23,1,US
3,3,3,3,3,3,3,2,3,4,30,1,42,1,US
4,3,4,4,4,3,4,3,2,3,34,2,12,1,US
2,4,1,3,1,2,1,1,1,1,17,1,21,2,GB
3,3,1,3,2,2,2,1,1,1,19,2,24,1,GB
3,3,3,2,2,2,3,2,2,3,25,2,39,3,GB
2,3,3,2,2,2,1,1,2,2,20,2,100,1,NL
3,3,3,3,3,3,3,2,3,3,29,2,39,3,GB
3,4,4,3,4,4,4,4,4,4,38,1,10,1,US
4,4,3,3,3,3,2,1,1,1,25,2,38,1,US
4,4,4,3,3,3,2,3,3,3,32,2,19,1,AG
2,3,2,4,2,2,2,3,1,1,22,2,12,3,US
3,3,1,3,2,4,3,3,2,1,25,2,20,1,AU
4,4,4,4,4,4,4,4,4,4,40,1,16,1,AR
1,2,1,1,1,2,2,2,1,1,14,1,20,1,JE
4,4,4,4,3,4,3,3,2,4,35,2,39,1,US
4,4,4,4,3,3,4,3,2,3,34,1,37,1,GB
4,4,4,4,4,4,4,4,4,4,40,1,50,1,AU
2,2,2,3,1,2,1,2,1,1,17,2,21,3,GB
3,3,3,3,2,2,2,3,2,3,26,1,16,3,GB
3,3,3,3,3,1,2,1,2,2,23,2,52,1,US
3,3,2,2,1,2,3,2,1,1,20,0,14,1,US
2,2,4,1,4,1,1,1,4,4,24,2,34,2,NZ
2,3,2,2,2,2,2,2,2,3,22,1,61,1,US
3,3,3,3,2,3,3,2,2,2,26,2,16,3,MX
3,3,1,1,1,1,1,1,1,1,14,2,18,3,RU
3,2,3,4,2,4,4,4,3,3,32,1,17,3,MX
4,4,4,4,4,4,4,4,4,4,40,1,23,1,US
3,3,3,3,3,3,3,2,2,3,28,1,26,3,AU
3,4,3,4,3,3,2,3,4,3,32,1,24,2,AU
3,4,1,3,2,1,2,1,1,1,19,2,33,2,US
1,2,1,2,1,1,1,4,1,1,15,2,15,1,PH
3,3,3,3,3,4,3,3,2,3,30,2,21,2,CA
4,4,4,4,3,3,3,2,4,4,35,2,52,1,US
2,3,2,3,2,2,2,2,2,2,22,2,49,1,US
4,4,3,4,4,4,4,3,4,4,38,2,39,3,US
4,4,4,4,4,4,4,4,4,4,40,1,22,1,US
4,4,2,4,3,3,2,2,2,2,28,1,24,1,US
2,2,2,4,1,1,1,1,1,1,16,2,21,1,US
3,4,3,4,3,3,3,2,2,2,29,2,19,1,US
2,2,1,2,1,1,1,2,1,1,14,2,18,1,US
3,4,2,3,2,2,3,2,2,2,25,2,34,1,SG
2,1,1,3,1,2,1,2,2,2,17,2,23,1,DE
4,4,4,4,4,4,4,3,3,3,37,2,35,3,US
4,4,4,4,3,4,4,4,3,3,37,1,25,1,GB
4,4,3,3,2,2,2,2,3,3,28,2,32,1,US
2,3,3,3,3,1,2,1,1,1,20,2,14,1,US
1,2,1,2,1,1,4,2,1,1,16,2,13,1,CA
4,4,4,4,1,3,3,4,4,4,35,2,23,2,GB
2,3,2,2,1,1,1,1,1,1,15,1,46,1,GB
4,4,2,2,3,3,4,4,2,3,31,2,30,1,US
4,4,2,4,2,4,3,3,2,4,32,1,45,1,US
2,1,1,1,1,1,1,2,1,1,12,2,16,1,AU
3,3,3,2,2,3,2,2,2,2,24,2,25,3,GB
4,4,4,4,3,4,4,4,4,4,39,1,26,1,IT
3,3,2,2,2,3,3,2,2,2,24,2,21,1,IT
2,4,3,4,2,2,2,1,1,1,22,1,17,1,AU
4,4,2,3,2,2,2,2,1,1,23,2,36,1,MA
1,1,2,2,1,1,1,2,1,1,13,2,14,3,AU
3,2,2,1,1,1,2,3,1,1,17,2,14,2,US
3,2,3,3,2,3,2,3,2,2,25,2,16,1,AU
2,3,2,3,2,1,1,2,1,1,18,2,16,1,US
3,3,2,2,3,2,3,3,1,1,23,2,20,1,US
3,3,2,3,1,2,2,2,2,2,22,2,61,3,GB
3,3,3,3,3,3,3,2,4,2,29,2,20,3,AU
3,3,3,3,3,3,3,3,4,4,32,2,54,1,NZ
2,1,1,2,1,1,2,2,1,1,14,2,14,3,HK
2,3,1,3,2,2,3,2,1,2,21,1,15,3,HK
2,3,1,3,1,2,3,1,1,1,18,2,16,3,US
4,4,1,4,4,1,1,1,1,1,22,1,28,1,BR
4,4,4,2,3,3,3,2,2,3,30,2,49,1,US
3,3,4,3,3,3,3,3,3,3,31,2,8,1,US
3,3,3,3,3,2,2,2,2,3,26,2,18,1,NL
3,3,1,4,1,1,1,2,1,1,18,1,23,3,DK
3,3,3,4,3,3,3,2,3,3,30,2,20,1,PH
4,4,3,4,3,3,2,4,4,4,35,1,24,3,DK
4,4,3,3,3,2,2,2,2,4,29,1,21,1,GB
3,4,4,4,4,2,3,3,2,2,31,2,45,1,US
1,1,1,2,1,2,1,1,1,1,12,2,16,1,IN
2,2,2,3,1,1,1,1,1,1,15,2,34,1,US
3,3,4,4,4,3,2,1,2,2,28,2,55,3,US
3,2,2,3,2,2,2,2,2,1,21,2,16,2,CA
4,4,4,3,4,4,3,3,4,4,37,1,55,1,CA
4,3,3,3,3,3,3,4,3,4,33,2,47,1,US
3,3,2,2,2,2,3,2,1,2,22,2,19,1,GB
3,4,3,3,4,3,2,3,2,3,30,2,18,1,PH
3,4,2,3,2,2,2,2,2,3,25,2,25,1,GB
4,4,3,3,3,3,3,3,4,4,34,1,29,3,CR
3,3,3,3,2,2,3,2,2,3,26,2,18,1,GB
4,3,3,4,3,3,3,2,2,3,30,2,21,1,GB
1,3,1,2,1,1,1,2,1,1,14,2,15,1,CA
3,3,3,4,2,2,3,2,2,4,28,1,14,3,US
3,3,3,4,3,3,3,1,2,2,27,2,22,1,US
3,3,3,3,3,3,3,3,3,3,30,2,24,3,CA
4,4,3,4,4,4,4,4,4,4,39,2,46,3,US
4,4,4,4,4,4,4,4,4,4,40,2,15,3,CA
1,1,1,1,1,1,1,1,1,1,10,2,15,1,US
3,3,3,3,3,3,3,2,2,3,28,2,54,3,US
2,2,2,2,4,2,1,2,3,4,24,2,19,1,PL
3,3,4,4,4,2,3,2,1,2,28,1,27,3,US
2,2,3,3,2,2,1,1,2,1,19,2,14,3,US
4,4,3,4,3,3,3,2,3,2,31,2,18,3,US
1,1,1,1,1,1,1,1,1,1,10,1,24,3,CA
2,2,1,3,1,1,2,1,2,1,16,2,19,3,US
3,4,4,4,4,3,3,4,3,3,35,1,31,3,CA
3,4,4,4,4,3,3,4,4,3,36,1,39,3,CA
4,3,3,4,2,3,3,2,2,4,30,1,21,3,US
3,4,4,3,2,3,2,2,2,2,27,2,33,1,NG
4,4,4,3,3,4,4,4,2,3,35,2,51,1,US
3,3,2,3,2,3,2,2,2,2,24,2,21,3,US
2,3,2,4,2,2,2,1,2,2,22,2,20,2,PK
4,3,4,3,3,2,3,3,3,3,31,2,45,3,US
2,2,3,3,2,3,2,2,2,2,23,2,22,3,MY
4,4,4,3,4,3,2,1,2,4,31,2,28,3,KE
4,4,4,4,4,4,4,4,4,4,40,1,40,3,SG
2,3,2,2,1,2,2,1,2,2,19,2,50,1,GB
3,3,3,2,2,2,2,4,2,3,26,1,40,3,GB
1,2,3,1,2,1,2,2,2,3,19,2,36,1,JO
2,2,2,3,2,2,2,1,2,3,21,1,49,3,GB
3,3,3,4,4,3,3,2,3,3,31,2,24,3,IE
3,4,3,3,3,3,3,2,2,3,29,1,16,3,CA
3,3,2,3,2,3,2,2,2,2,24,1,18,3,GB
2,2,2,3,2,2,2,1,2,3,21,1,50,3,GB
3,3,3,3,3,1,2,1,1,1,21,1,24,3,US
1,1,1,1,1,1,1,2,1,1,11,1,22,1,US
1,1,1,1,1,1,1,1,1,1,10,2,20,3,US
3,4,2,3,2,2,2,2,2,2,24,1,18,3,GB
3,4,3,3,4,3,2,4,3,4,33,1,36,3,GB
4,4,1,4,1,3,1,1,1,1,21,1,42,3,GB
3,3,2,3,1,2,2,3,1,1,21,2,21,3,GB
3,2,2,3,2,2,2,2,2,3,23,1,19,2,GB
3,3,3,3,2,3,3,3,3,3,29,2,19,3,CA
2,2,2,1,2,2,1,3,1,1,17,2,32,3,US
4,4,4,4,4,3,3,4,3,4,37,2,42,3,AU
4,4,3,1,4,2,2,1,1,1,23,2,60,3,US
3,4,4,4,4,4,4,4,4,4,39,2,18,3,AR
3,3,3,3,4,3,3,3,2,3,30,2,20,3,AU
3,3,3,3,3,2,2,2,4,4,29,2,34,1,US
3,3,2,3,3,2,2,2,2,2,24,2,29,3,US
4,3,3,4,3,2,2,1,2,2,26,2,16,3,GB
4,4,4,2,3,3,4,3,3,4,34,1,31,3,IN
3,3,3,3,2,2,2,1,2,2,23,2,16,3,GB
3,4,4,3,3,4,4,3,4,4,36,2,17,3,PL
3,3,4,3,4,4,3,4,4,4,36,1,41,1,GB
4,4,3,4,2,3,3,2,2,2,29,2,20,3,US
4,3,3,4,3,4,3,3,2,2,31,2,18,3,PH
3,3,3,2,2,2,2,2,2,4,25,1,56,3,US
4,3,4,3,3,3,4,2,2,1,29,1,14,3,AU
3,3,4,2,3,4,3,3,2,4,31,2,17,3,US
2,2,1,4,2,1,2,2,2,2,20,2,35,2,US
4,4,4,4,4,4,4,2,2,2,34,2,51,3,US
3,4,3,4,4,2,3,3,2,2,30,2,29,3,US
3,4,2,1,3,3,2,4,2,3,27,1,17,3,US
1,3,2,1,1,1,1,1,1,1,13,2,14,3,PK
3,3,2,3,2,2,2,2,2,2,23,1,24,3,BR
3,3,3,3,3,2,3,2,2,2,26,2,42,3,AU
3,3,3,3,2,3,3,2,3,2,27,2,27,3,AU
3,3,3,3,3,3,2,3,3,3,29,1,56,3,SE
3,3,2,3,2,2,2,2,1,2,22,2,18,3,AU
4,4,3,3,3,3,3,2,2,2,29,1,31,3,GB
2,4,4,3,3,3,2,2,2,3,28,2,50,3,AU
3,3,2,3,3,2,2,2,2,2,24,2,24,1,GB
3,3,2,3,3,4,4,3,2,2,29,2,29,3,GB
3,3,3,3,2,3,3,3,2,3,28,1,38,1,JP
4,4,3,3,3,3,2,2,2,2,28,1,26,3,CY
3,3,2,3,2,2,2,3,3,3,26,2,39,3,PH
3,4,3,3,3,4,3,3,2,3,31,1,28,3,AU
3,3,4,4,3,2,2,1,3,3,28,1,29,3,US
1,4,4,1,4,2,1,2,4,4,27,2,25,2,AU
3,3,2,3,2,2,3,2,1,1,22,2,17,3,US
3,4,4,2,3,4,4,4,2,4,34,1,30,3,GR
4,4,2,4,1,3,3,3,2,2,28,1,56,3,US
2,3,2,4,2,2,1,2,1,1,20,1,20,3,BR
2,2,2,3,1,3,2,1,2,2,20,2,16,3,US
4,4,3,3,3,2,2,2,2,1,26,2,30,3,US
2,3,2,2,2,1,2,2,2,2,20,1,54,2,GB
3,3,3,3,3,2,2,1,1,1,22,2,28,1,DE
3,1,2,2,1,1,1,2,2,2,17,2,16,3,US
2,2,3,3,3,2,2,1,2,2,22,2,32,3,US
2,2,2,1,2,3,2,1,1,1,17,2,16,3,US
2,3,1,1,2,1,1,1,1,1,14,2,16,3,GB
3,3,3,3,2,3,3,2,2,3,27,2,16,3,GB
2,3,2,3,2,2,4,1,1,1,21,2,63,3,US
3,3,3,3,3,2,2,3,2,2,26,2,20,3,AW
3,3,2,3,2,1,2,2,1,1,20,2,30,3,US
3,2,2,2,2,2,2,2,2,2,21,2,16,3,GB
2,3,2,2,2,3,2,2,2,2,22,1,21,1,TR
4,4,1,3,1,1,1,2,1,1,19,2,42,3,GB
4,4,4,4,3,4,4,2,2,2,33,2,20,3,IN
1,1,1,1,1,1,1,1,1,1,10,1,21,3,US
4,4,3,3,3,3,3,4,4,4,35,1,21,1,CA
3,3,2,3,4,2,1,3,4,2,27,2,16,3,GB
1,2,1,1,1,2,1,2,1,1,13,2,14,3,GB
3,3,3,2,2,3,3,3,3,3,28,2,57,3,GB
4,3,3,4,3,3,3,4,3,3,33,2,41,3,GB
2,3,2,2,2,2,2,2,1,1,19,2,16,3,AU
4,4,4,3,4,3,3,4,4,4,37,1,54,3,GB
3,3,2,3,1,2,2,1,1,1,19,1,17,1,GB
3,3,3,3,3,3,3,2,2,2,27,2,24,3,GB
3,3,3,2,2,4,4,2,1,2,26,2,22,2,MY
3,4,3,4,3,1,1,1,2,3,25,1,57,3,US
3,3,2,4,2,2,2,2,2,3,25,1,60,3,US
2,3,1,2,2,1,1,1,1,1,15,2,21,3,US
3,3,2,4,2,3,2,2,2,3,26,1,15,3,US
4,3,2,3,2,3,3,3,2,3,28,1,22,3,CA
3,3,3,3,3,3,3,3,3,3,30,2,58,3,CA
1,1,2,2,1,2,1,3,1,1,15,2,16,2,US
4,3,3,3,4,4,3,2,3,3,32,1,27,3,US
3,3,4,3,4,3,4,4,3,4,35,2,38,3,US
2,3,2,3,2,1,1,1,1,3,19,2,30,1,US
3,3,3,2,3,2,3,3,2,2,26,2,14,3,US
1,1,1,2,2,1,1,2,1,1,13,1,19,3,US
3,3,3,2,3,2,2,2,1,1,22,2,54,1,GB
4,3,4,4,3,4,4,3,3,4,36,1,23,3,US
2,3,3,2,2,2,1,1,2,2,20,2,17,3,NZ
3,3,4,3,2,3,2,2,2,2,26,1,20,2,US
4,4,2,3,3,2,1,1,1,3,24,1,17,3,US
4,3,3,4,3,3,3,3,2,4,32,1,16,3,GB
4,4,4,3,3,3,3,3,4,3,34,1,37,1,IN
4,3,4,4,3,4,3,3,3,2,33,1,25,3,EE
2,2,2,3,1,1,1,4,1,1,18,2,13,2,NZ
4,3,2,3,3,3,3,3,2,2,28,2,34,3,ZA
3,3,3,3,1,2,2,2,2,2,23,1,19,3,AU
3,4,4,4,3,3,4,4,2,4,35,1,19,3,LK
3,2,2,2,2,2,2,2,4,1,22,2,32,3,US
3,3,2,3,2,2,2,2,3,3,25,2,42,3,GB
4,4,4,4,4,4,4,4,3,2,37,2,18,3,AU
4,4,4,3,4,3,3,3,4,4,36,1,65,3,US
4,4,4,3,4,3,3,3,3,4,35,1,51,3,CA
3,3,3,3,4,4,3,3,3,4,33,1,36,3,IN
4,4,3,4,3,3,3,2,3,3,32,1,17,3,US
3,3,2,3,2,3,1,3,2,2,24,2,51,3,US
3,4,2,3,2,3,2,1,2,2,24,1,18,3,CA
3,3,2,2,1,2,1,1,1,2,18,2,26,2,TH
3,3,2,3,2,2,2,1,1,1,20,2,40,3,US
4,4,1,4,1,4,4,1,1,1,25,1,18,1,PK
4,4,3,3,2,2,2,3,4,4,31,2,31,3,US
3,2,2,3,1,1,1,2,1,1,17,2,20,3,GB
4,4,3,3,4,3,3,3,4,3,34,2,20,3,GB
3,3,3,3,2,3,2,2,2,2,25,1,21,3,IN
3,3,2,2,1,1,1,2,2,1,18,2,43,2,US
3,3,2,3,1,2,2,1,1,2,20,2,29,3,GB
4,4,3,3,4,4,3,4,3,3,35,2,37,3,US
3,2,2,3,1,1,1,1,2,2,18,2,14,3,BR
3,3,3,3,2,2,2,3,2,2,25,2,30,3,GB
1,3,1,4,2,1,1,4,4,4,25,2,54,3,US
3,1,1,1,1,2,1,3,1,1,15,2,14,3,GB
3,3,3,3,2,1,2,1,2,2,22,1,26,1,US
3,3,3,3,3,2,3,3,2,2,27,2,19,3,GB
4,4,4,4,4,4,3,4,4,4,39,2,51,3,GB
3,4,3,3,3,3,3,2,2,3,29,2,55,3,CA
2,2,2,3,2,1,2,2,1,2,19,1,22,3,US
3,3,3,1,2,2,2,3,1,1,21,2,16,3,US
4,3,1,4,1,1,2,1,2,2,21,1,18,3,US
4,4,4,4,4,4,4,4,3,4,39,2,17,3,US
2,2,1,3,2,3,2,1,2,1,19,2,33,3,US
3,3,2,3,2,2,2,2,2,2,23,1,22,1,RS
3,4,2,4,2,2,3,2,2,2,26,1,30,3,SE
3,3,3,3,1,2,2,1,1,1,20,2,17,2,GB
3,3,3,3,4,2,2,2,2,4,28,2,21,2,US
3,3,3,3,3,2,2,3,2,2,26,2,18,3,FR
3,4,3,2,3,3,3,2,3,3,29,2,40,3,US
1,1,2,1,1,1,1,3,1,1,13,2,13,3,US
3,3,2,3,2,2,2,2,2,2,23,2,16,3,US
3,3,3,3,3,3,3,3,2,2,28,1,19,3,US
4,4,2,4,2,3,2,4,2,2,29,2,21,3,AU
4,3,3,2,4,3,3,1,2,2,27,1,21,1,IN
2,2,2,2,1,2,1,1,1,1,15,2,15,1,US
3,4,4,3,4,3,3,1,1,2,28,2,56,2,AU
2,1,1,2,1,3,1,3,1,1,16,2,19,3,US
3,4,3,3,3,3,3,2,2,2,28,1,20,1,US
3,3,3,3,2,3,4,2,2,2,27,2,14,3,US
4,4,4,4,4,4,4,4,4,4,40,2,55,3,US
2,3,1,2,1,2,1,1,1,1,15,2,21,3,CA
3,3,3,3,3,4,4,3,4,3,33,2,21,1,PH
3,3,4,4,4,3,3,2,4,4,34,1,52,3,US
3,3,3,3,3,3,4,3,2,3,30,2,18,3,CA
2,3,2,3,4,2,2,2,1,2,23,2,14,3,US
4,4,3,3,3,3,2,1,1,2,26,1,19,3,US
2,3,1,2,1,1,1,1,1,1,14,2,43,3,US
3,3,3,3,3,2,2,2,3,3,27,2,18,3,US
3,3,3,3,3,3,3,2,3,3,29,2,60,3,CA
2,2,3,2,3,2,2,3,1,1,21,1,16,1,SG
4,3,3,3,2,3,3,4,1,2,28,2,20,3,US
4,4,4,3,4,4,2,2,2,3,32,2,26,3,US
3,3,2,2,2,3,2,2,1,1,21,2,15,3,US
2,3,2,3,2,3,2,2,1,2,22,1,22,3,LT
3,3,3,4,4,3,4,4,4,4,36,1,67,3,US
3,3,1,3,2,1,1,1,1,1,17,2,31,3,US
3,3,2,4,2,2,3,2,1,2,24,2,17,3,GB
2,3,2,2,2,2,3,1,1,1,19,2,38,1,AU
4,3,3,3,4,3,2,2,2,2,28,2,16,3,AU
3,3,3,3,1,2,2,1,1,1,20,2,17,1,IN
3,3,2,3,3,3,3,2,3,3,28,2,15,3,US
4,4,4,4,2,4,4,4,4,4,38,1,29,3,IN
3,3,3,2,2,3,3,3,2,3,27,2,20,3,FR
2,2,3,3,1,2,1,1,2,1,18,1,21,2,AU
4,4,4,4,3,4,3,3,2,2,33,1,56,3,US
3,3,3,3,3,3,3,2,3,3,29,2,44,3,US
3,4,3,3,2,4,3,2,3,2,29,2,21,3,US
3,3,2,3,2,2,1,2,1,1,20,1,23,3,EE
2,3,1,3,1,2,2,1,1,2,18,1,18,1,US
2,3,2,3,2,2,2,1,2,2,21,1,35,1,US
1,2,4,2,1,1,1,1,1,1,15,1,39,1,GB
4,4,4,3,4,3,3,4,3,4,36,2,30,3,US
4,4,2,4,3,1,1,4,3,2,28,2,15,2,IR
2,2,2,2,3,2,2,4,2,2,23,2,23,1,IL
2,3,2,2,2,2,2,2,1,3,21,1,56,1,GB
2,2,1,2,2,1,1,1,1,1,14,1,20,2,CA
3,3,4,3,4,4,4,4,4,4,37,2,36,1,US
3,3,3,3,3,3,3,2,2,2,27,2,46,1,GB
3,3,3,3,3,2,3,2,2,2,26,2,65,1,US
3,3,2,2,1,2,2,3,2,4,24,2,22,1,US
3,3,3,3,3,2,2,3,2,2,26,2,36,3,US
2,3,2,3,2,2,1,4,3,3,25,2,33,1,US
3,3,4,3,3,2,2,2,4,4,30,1,34,1,GB
1,4,1,2,1,1,2,4,1,1,18,1,20,1,IT
4,4,3,3,4,4,3,3,3,3,34,1,53,1,US
4,4,4,4,4,4,4,4,2,2,36,1,20,1,GB
3,3,3,3,2,2,2,2,2,3,25,1,19,1,HR
4,4,2,3,3,3,2,1,1,2,25,1,27,1,US
4,4,4,4,4,4,4,4,4,4,40,1,13,3,CA
3,3,3,2,2,2,2,2,2,3,24,1,19,1,ID
4,4,4,4,4,4,3,3,4,3,37,2,51,1,US
3,4,2,2,1,2,1,2,1,3,21,1,29,1,US
3,3,3,3,4,2,2,1,2,4,27,2,30,1,US
3,3,3,3,3,2,2,1,2,2,24,2,32,1,US
3,3,3,3,4,3,3,3,2,3,30,1,72,1,US
1,3,1,3,1,2,1,4,2,2,20,1,21,1,US
3,4,3,3,3,4,3,3,3,4,33,2,34,3,US
